,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
NIC.AX,multipleSymbols,NIC.AX,12,6,-10.9305,-1.82175,-1.75,1.5,-4.43049999999999,1.5,-12.4305,2.2568425676152,0.921352120074982,16.6666666666667,83.3333333333333,0.120670930372873,1.5,1.5,-2.4861,-2.49999999999999,-1.82175,-1.75,2.2568425676152,0.921352120074982,-12.8140904113442,-43.4305,-0.25167796824812,0.603354651864366,0.600000000000003,11.5,-31.9305,-10.9305
NMT.AX,multipleSymbols,NMT.AX,8,4,9,2.25,0.750000000000001,11.5,-4,13.5,-4.5,6.6395280956807,3.31976404784035,50,50,3,6.75,6.75,-2.25,-2.25,2.25,0.750000000000001,6.6395280956807,3.31976404784035,5.37954538103511,-10.5,0.857142857142857,3,3,16,-4,9
NOV.AX,multipleSymbols,NOV.AX,6,3,-22.5,-7.5,-6.99999999999999,0,-10,0,-22.5,2.29128784747792,1.32287565553229,0,100,0,NA,NA,-7.5,-6.99999999999999,-7.5,-6.99999999999999,2.29128784747792,1.32287565553229,-51.9615242270664,-22.5,-1,NA,NA,0,-22.5,-22.5
NOX.AX,multipleSymbols,NOX.AX,4,2,-3.99999999999999,-2,-2,2,-5.99999999999999,2,-5.99999999999999,5.65685424949238,4,50,50,0.333333333333334,2,2,-5.99999999999999,-5.99999999999999,-2,-2,5.65685424949238,4,-5.61248608016091,-13.5,-0.296296296296296,0.333333333333334,0.333333333333334,9.5,-3.99999999999999,-3.99999999999999
NSB.AX,multipleSymbols,NSB.AX,2,1,-5,-5,-5,0,-5,0,-5,NA,NA,0,100,0,NA,NA,-5,-5,-5,-5,NA,NA,NA,-7,-0.714285714285715,NA,NA,0,-7,-5
NSC.AX,multipleSymbols,NSC.AX,4,2,-1,-0.5,-0.5,0,-1,0,-1,0.707106781186548,0.5,0,50,0,NA,NA,-1,-1,-0.5,-0.5,0.707106781186548,0.5,-11.2249721603218,-4.5,-0.222222222222222,NA,NA,1,-4,-1
NSR.AX,multipleSymbols,NSR.AX,4,2,4,2,2,8.99999999999999,-4.99999999999998,8.99999999999999,-4.99999999999998,9.89949493661164,6.99999999999998,50,50,1.8,8.99999999999999,8.99999999999999,-4.99999999999998,-4.99999999999998,2,2,9.89949493661164,6.99999999999998,3.2071349029491,-10,0.4,1.8,1.8,12,-6,4
NTD.AX,multipleSymbols,NTD.AX,9,4,-96,-1.5,-1.00000000000001,0,-4,0,-6.00000000000002,1.77951304200522,0.88975652100261,0,75,0,NA,NA,-2.00000000000001,-1.50000000000001,-1.5,-1.00000000000001,1.77951304200522,0.88975652100261,-13.3810549501505,-105.5,-0.909952606635071,NA,NA,3,-102.5,-96
NTO.AX,multipleSymbols,NTO.AX,2,1,-9.77969999999999,-9.77969999999999,-9.77969999999999,0,-9.77969999999999,0,-9.77969999999999,NA,NA,0,100,0,NA,NA,-9.77969999999999,-9.77969999999999,-9.77969999999999,-9.77969999999999,NA,NA,NA,-27,-0.362211111111111,NA,NA,17.2203,-10.9053,-9.77969999999999
NUS.AX,multipleSymbols,NUS.AX,4,2,-1,-0.5,-0.5,1,-2,1,-2,2.12132034355964,1.5,50,50,0.5,1,1,-2,-2,-0.5,-0.5,2.12132034355964,1.5,-3.74165738677394,-33,-0.0303030303030303,0.5,0.5,13,-20,-1
NVA.AX,multipleSymbols,NVA.AX,4,2,-75.5,-37.75,-37.75,0,-75.5,0,-75.5,53.3865619795843,37.75,0,50,0,NA,NA,-75.5,-75.5,-37.75,-37.75,53.3865619795843,37.75,-11.2249721603218,-96,-0.786458333333333,NA,NA,0,-96,-75.5
NVX.AX,multipleSymbols,NVX.AX,2,1,32,32,32,32,0,32,0,NA,NA,100,0,NA,32,32,NA,NA,32,32,NA,NA,NA,-19.5,1.64102564102564,NA,NA,51,0,32
NWF.AX,multipleSymbols,NWF.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-16.4128,-0.18278416845389,NA,NA,9.9128,-6.5,-3
NWH.AX,multipleSymbols,NWH.AX,5,2,-2.49999999999997,5.75,5.75,9.99999999999999,0,11.5,0,6.01040764008563,4.24999999999999,100,0,NA,5.75,5.75,NA,NA,5.75,5.75,6.01040764008563,4.24999999999999,15.1867270404355,-19,-0.13157894736842,NA,NA,16.5,-2.49999999999997,-2.49999999999997
NXM.AX,multipleSymbols,NXM.AX,2,1,-5.5,-5.5,-5.5,0,-5.5,0,-5.5,NA,NA,0,100,0,NA,NA,-5.5,-5.5,-5.5,-5.5,NA,NA,NA,-8,-0.6875,NA,NA,0,-8,-5.5
NZK.AX,multipleSymbols,NZK.AX,6,3,-55,-18.3333333333333,-23,0,-29,0,-55,13.6137185711081,7.85988408170106,0,100,0,NA,NA,-18.3333333333333,-23,-18.3333333333333,-23,13.6137185711081,7.85988408170106,-21.3778948563513,-59,-0.932203389830509,NA,NA,4,-55,-55
NZM.AX,multipleSymbols,NZM.AX,6,3,-3,-0.999999999999997,-4,10,-9,10,-13,9.84885780179611,5.68624070307733,33.3333333333333,66.6666666666667,0.76923076923077,10,10,-6.5,-6.5,-0.999999999999997,-4,9.84885780179611,5.68624070307733,-1.611812068552,-20,-0.15,1.53846153846154,1.53846153846154,5,-15,-3
OBL.AX,multipleSymbols,OBL.AX,4,2,39.4086999999999,19.70435,19.70435,53.2017,-13.793,53.2017,-13.793,47.3724066735584,33.49735,50,50,3.85715217864133,53.2017,53.2017,-13.793,-13.793,19.70435,19.70435,47.3724066735584,33.49735,6.60293367049146,-33.4974,1.17647041262904,3.85715217864133,3.85715217864133,63.0539,-11.8225,39.4086999999999
OBM.AX,multipleSymbols,OBM.AX,2,1,-4,-4,-4,0,-4,0,-4,NA,NA,0,100,0,NA,NA,-4,-4,-4,-4,NA,NA,NA,-8.5,-0.470588235294118,NA,NA,1.5,-7,-4
OCL.AX,multipleSymbols,OCL.AX,8,4,130,32.5,23,149,-65,195,-65,88.1457126958916,44.0728563479458,75,25,3,65,28,-65,-65,32.5,23,88.1457126958916,44.0728563479458,5.85305274503319,-76,1.71052631578947,1,0.430769230769231,155,-67,130
OEC.AX,multipleSymbols,OEC.AX,6,3,33.5,11.1666666666667,-1,40.5,-5.99999999999999,40.5,-7,25.5261304026547,14.7375182593422,33.3333333333333,66.6666666666667,5.78571428571429,40.5,40.5,-3.5,-3.5,11.1666666666667,-1,25.5261304026547,14.7375182593422,6.94446573158978,-21,1.5952380952381,11.5714285714286,11.5714285714286,36.5,-18,33.5
OEQ.AX,multipleSymbols,OEQ.AX,2,1,8.5,8.5,8.5,8.5,0,8.5,0,NA,NA,100,0,NA,8.5,8.5,NA,NA,8.5,8.5,NA,NA,NA,-2,4.25,NA,NA,10,0,8.5
OFX.AX,multipleSymbols,OFX.AX,4,2,-4.5,-2.24999999999999,-2.24999999999999,6.50000000000002,-11,6.50000000000002,-11,12.3743686707646,8.75,50,50,0.590909090909093,6.50000000000002,6.50000000000002,-11,-11,-2.24999999999999,-2.24999999999999,12.3743686707646,8.75,-2.88642141265416,-40.5,-0.111111111111111,0.590909090909093,0.590909090909093,22,-18.5,-4.5
OGC.AX,multipleSymbols,OGC.AX,4,2,-18,-9.00000000000001,-9.00000000000001,0,-15,0,-18,8.48528137423855,5.99999999999998,0,100,0,NA,NA,-9.00000000000001,-9.00000000000001,-9.00000000000001,-9.00000000000001,8.48528137423855,5.99999999999998,-16.8374582404828,-46,-0.391304347826087,NA,NA,22,-24,-18
OIL.AX,multipleSymbols,OIL.AX,2,1,7.5,7.5,7.5,7.5,0,7.5,0,NA,NA,100,0,NA,7.5,7.5,NA,NA,7.5,7.5,NA,NA,NA,-7,1.07142857142857,NA,NA,14.5,0,7.5
OKR.AX,multipleSymbols,OKR.AX,2,1,4,4,4,4,0,4,0,NA,NA,100,0,NA,4,4,NA,NA,4,4,NA,NA,NA,-24,0.166666666666667,NA,NA,25,0,4
OKU.AX,multipleSymbols,OKU.AX,4,2,-12.5,-6.25,-6.25,0,-8,0,-12.5,2.47487373415292,1.75,0,100,0,NA,NA,-6.25,-6.25,-6.25,-6.25,2.47487373415292,1.75,-40.0891862868637,-14.5,-0.862068965517241,NA,NA,2,-12.5,-12.5
OLL.AX,multipleSymbols,OLL.AX,2,1,-4,-4,-4,0,-4,0,-4,NA,NA,0,100,0,NA,NA,-4,-4,-4,-4,NA,NA,NA,-10,-0.4,NA,NA,6,-4,-4
OMH.AX,multipleSymbols,OMH.AX,2,1,25,25,25,25,0,25,0,NA,NA,100,0,NA,25,25,NA,NA,25,25,NA,NA,NA,-6,4.16666666666667,NA,NA,25,0,25
OML.AX,multipleSymbols,OML.AX,2,1,2,2,2,2,0,2,0,NA,NA,100,0,NA,2,2,NA,NA,2,2,NA,NA,NA,-20.5,0.0975609756097561,NA,NA,18.5,-20.5,2
OPH.AX,multipleSymbols,OPH.AX,6,3,4,1.33333333333333,6.99999999999998,11,-14,18,-14,13.4288247189891,7.75313556640866,66.6666666666667,33.3333333333333,1.28571428571429,8.99999999999999,8.99999999999999,-14,-14,1.33333333333333,6.99999999999998,13.4288247189891,7.75313556640866,1.57616254076106,-44,0.0909090909090909,0.642857142857143,0.642857142857143,42,-32,4
ORA.AX,multipleSymbols,ORA.AX,4,2,17,8.5,8.5,29,-12,29,-12,28.9913780286485,20.5,50,50,2.41666666666666,29,29,-12,-12,8.5,8.5,28.9913780286485,20.5,4.65425674940173,-28,0.607142857142857,2.41666666666666,2.41666666666666,44,-1,17
ORE.AX,multipleSymbols,ORE.AX,4,2,-7,-3.50000000000001,-3.50000000000001,9.99999999999996,-17,9.99999999999996,-17,19.0918830920368,13.5,50,50,0.588235294117645,9.99999999999996,9.99999999999996,-17,-17,-3.50000000000001,-3.50000000000001,19.0918830920368,13.5,-2.91017796749086,-85,-0.0823529411764706,0.588235294117645,0.588235294117645,73,-17,-7
OSH.AX,multipleSymbols,OSH.AX,2,1,-34,-34,-34,0,-34,0,-34,NA,NA,0,100,0,NA,NA,-34,-34,-34,-34,NA,NA,NA,-34,-1,NA,NA,0,-34,-34
OTW.AX,multipleSymbols,OTW.AX,4,2,17,8.5,8.5,17,0,17,0,12.0208152801713,8.5,50,0,NA,17,17,NA,NA,8.5,8.5,12.0208152801713,8.5,11.2249721603218,-42,0.404761904761905,NA,NA,59,-4,17
OVN.AX,multipleSymbols,OVN.AX,2,1,10,10,10,10,0,10,0,NA,NA,100,0,NA,10,10,NA,NA,10,10,NA,NA,NA,-11,0.909090909090909,NA,NA,19,-6.99999999999999,10
PAF.AX,multipleSymbols,PAF.AX,2,1,-0.5,-0.500000000000012,-0.500000000000012,0,-0.500000000000012,0,-0.500000000000012,NA,NA,0,100,0,NA,NA,-0.500000000000012,-0.500000000000012,-0.500000000000012,-0.500000000000012,NA,NA,NA,-7.5,-0.0666666666666667,NA,NA,7,-0.5,-0.5
PAM.AX,multipleSymbols,PAM.AX,2,1,-7.5,-7.5,-7.5,0,-7.5,0,-7.5,NA,NA,0,100,0,NA,NA,-7.5,-7.5,-7.5,-7.5,NA,NA,NA,-13.5,-0.555555555555556,NA,NA,6,-7.5,-7.5
PAN.AX,multipleSymbols,PAN.AX,2,1,-7.6861,-7.6861,-7.6861,0,-7.6861,0,-7.6861,NA,NA,0,100,0,NA,NA,-7.6861,-7.6861,-7.6861,-7.6861,NA,NA,NA,-14.8919,-0.516126216265218,NA,NA,7.2058,-7.6861,-7.6861
PAR.AX,multipleSymbols,PAR.AX,4,2,108.5,54.25,54.25,103.5,0,108.5,0,69.650017946875,49.25,100,0,NA,54.25,54.25,NA,NA,54.25,54.25,69.650017946875,49.25,12.364563242588,-117,0.927350427350427,NA,NA,195.5,-0.5,108.5
PBP.AX,multipleSymbols,PBP.AX,6,3,-7,-2.33333333333334,-4,10,-13,10,-17,11.5902257671425,6.69161996662825,33.3333333333333,66.6666666666667,0.588235294117647,10,10,-8.50000000000001,-8.50000000000001,-2.33333333333334,-4,11.5902257671425,6.69161996662825,-3.19584096971706,-34,-0.205882352941176,1.17647058823529,1.17647058823529,25,-34,-7
PCG.AX,multipleSymbols,PCG.AX,4,2,-15,-7.5,-7.5,0,-10,0,-15,3.53553390593276,2.50000000000001,0,100,0,NA,NA,-7.5,-7.5,-7.5,-7.5,3.53553390593276,2.50000000000001,-33.6749164809653,-30,-0.5,NA,NA,15,-15,-15
PDN.AX,multipleSymbols,PDN.AX,6,3,16,5.33333333333333,6.49999999999999,7.5,0,16,0,2.92973263854116,1.69148192751537,100,0,NA,5.33333333333333,6.49999999999999,NA,NA,5.33333333333333,6.49999999999999,2.92973263854116,1.69148192751537,28.8982144105221,-15,1.06666666666667,NA,NA,16,-1,16
PDZ.AX,multipleSymbols,PDZ.AX,4,2,8.99999999999999,4.49999999999999,4.49999999999999,18,-9.00000000000001,18,-9.00000000000001,19.0918830920368,13.5,50,50,2,18,18,-9.00000000000001,-9.00000000000001,4.49999999999999,4.49999999999999,19.0918830920368,13.5,3.74165738677394,-13.5,0.666666666666665,2,2,18,-13,8.99999999999999
PE1.AX,multipleSymbols,PE1.AX,2,1,-5,-5,-5,0,-5,0,-5,NA,NA,0,100,0,NA,NA,-5,-5,-5,-5,NA,NA,NA,-6,-0.833333333333333,NA,NA,0,-6,-5
PEK.AX,multipleSymbols,PEK.AX,2,1,-48,-48,-48,0,-48,0,-48,NA,NA,0,100,0,NA,NA,-48,-48,-48,-48,NA,NA,NA,-48,-1,NA,NA,0,-48,-48
PET.AX,multipleSymbols,PET.AX,4,2,-3.98009999999999,-1.99005,-1.99005,4.47759999999999,-8.45769999999999,4.47759999999999,-8.45769999999999,9.14663834668234,6.46764999999999,50,50,0.529411069203211,4.47759999999999,4.47759999999999,-8.45769999999999,-8.45769999999999,-1.99005,-1.99005,9.14663834668234,6.46764999999999,-3.45384426300874,-9.45279999999999,-0.421049847664184,0.529411069203211,0.529411069203211,5.4727,-3.98009999999999,-3.98009999999999
PGC.AX,multipleSymbols,PGC.AX,2,1,2,2,2,2,0,2,0,NA,NA,100,0,NA,2,2,NA,NA,2,2,NA,NA,NA,-2,1,NA,NA,2.5,-0.5,2
PGH.AX,multipleSymbols,PGH.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-24,-0.0833333333333333,NA,NA,14,-10,-2
PGX.AX,multipleSymbols,PGX.AX,6,3,-6,-2,0,0,-5.99999999999999,0,-5.99999999999999,3.46410161513775,2,0,33.3333333333333,0,NA,NA,-5.99999999999999,-5.99999999999999,-2,0,3.46410161513775,2,-9.16515138991168,-6.5,-0.923076923076923,NA,NA,0.5,-6,-6
PIQ.AX,multipleSymbols,PIQ.AX,4,2,-3,-1.5,-1.5,9,-12,9,-12,14.8492424049175,10.5,50,50,0.75,9,9,-12,-12,-1.5,-1.5,14.8492424049175,10.5,-1.60356745147455,-16,-0.1875,0.75,0.75,4.5,-15,-3
PKS.AX,multipleSymbols,PKS.AX,4,2,-5,-2.5,-2.5,0,-2.50000000000001,0,-5.00000000000001,1.19327026859967E-14,8.43769498715119E-15,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,1.19327026859967E-14,8.43769498715119E-15,-3325840818320373,-25,-0.2,NA,NA,15,-10,-5
PL8.AX,multipleSymbols,PL8.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-2,-0.5,NA,NA,0,-2,-1
PLL.AX,multipleSymbols,PLL.AX,6,3,26,8.66666666666666,12.5,30,-16.5,42.5,-16.5,23.4858113194612,13.5595394874277,66.6666666666667,33.3333333333333,2.57575757575757,21.25,21.25,-16.5,-16.5,8.66666666666666,12.5,23.4858113194612,13.5595394874277,5.85796531803674,-36.5,0.712328767123288,1.28787878787879,1.28787878787879,35,-1.5,26
PLS.AX,multipleSymbols,PLS.AX,10,5,98.5,19.7,17,48.5,-17.5,116,-17.5,28.4090654545341,12.7049203067158,80,20,6.62857142857143,29,32,-17.5,-17.5,19.7,17,28.4090654545341,12.7049203067158,11.0080285980658,-84.0000000000001,1.17261904761905,1.65714285714286,1.82857142857143,162.5,-27,98.5
PLY.AX,multipleSymbols,PLY.AX,2,1,7,7.00000000000001,7.00000000000001,7.00000000000001,0,7.00000000000001,0,NA,NA,100,0,NA,7.00000000000001,7.00000000000001,NA,NA,7.00000000000001,7.00000000000001,NA,NA,NA,-18.5,0.378378378378378,NA,NA,22.5,-3.00000000000001,7
PMY.AX,multipleSymbols,PMY.AX,4,2,11,5.49999999999997,5.49999999999997,16,-5.00000000000003,16,-5.00000000000003,14.8492424049175,10.5,50,50,3.19999999999998,16,16,-5.00000000000003,-5.00000000000003,5.49999999999997,5.49999999999997,14.8492424049175,10.5,5.87974732207331,-55,0.2,3.19999999999998,3.19999999999998,11,-48,11
PNC.AX,multipleSymbols,PNC.AX,2,1,-20,-20,-20,0,-20,0,-20,NA,NA,0,100,0,NA,NA,-20,-20,-20,-20,NA,NA,NA,-23,-0.869565217391304,NA,NA,0,-23,-20
PNI.AX,multipleSymbols,PNI.AX,2,1,66,66,66,66,0,66,0,NA,NA,100,0,NA,66,66,NA,NA,66,66,NA,NA,NA,-58,1.13793103448276,NA,NA,88.9999999999999,0,66
PNV.AX,multipleSymbols,PNV.AX,10,5,30,6,8.5,25,-20,50,-20,16.3897834030838,7.32973396515863,80,20,2.5,12.5,10,-20,-20,6,8.5,16.3897834030838,7.32973396515863,5.81136704835308,-55,0.545454545454546,0.624999999999999,0.499999999999999,69,0,30
PO3.AX,multipleSymbols,PO3.AX,2,1,-33,-33,-33,0,-33,0,-33,NA,NA,0,100,0,NA,NA,-33,-33,-33,-33,NA,NA,NA,-87,-0.379310344827586,NA,NA,34,-53,-33
PPC.AX,multipleSymbols,PPC.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-14,-0.214285714285714,NA,NA,1,-13,-3
PPE.AX,multipleSymbols,PPE.AX,6,3,34.0000000000001,11.3333333333333,-27,88,-27,88,-54,66.3952809568069,38.3333333333333,33.3333333333333,66.6666666666667,1.62962962962963,88,88,-27,-27,11.3333333333333,-27,66.3952809568069,38.3333333333333,2.70969693266954,-53.9999999999999,0.629629629629631,3.25925925925926,3.25925925925926,88,0,34.0000000000001
PPG.AX,multipleSymbols,PPG.AX,2,1,-108.25,-108.25,-108.25,0,-108.25,0,-108.25,NA,NA,0,100,0,NA,NA,-108.25,-108.25,-108.25,-108.25,NA,NA,NA,-114,-0.949561403508772,NA,NA,0,-114,-108.25
PPH.AX,multipleSymbols,PPH.AX,6,3,1,0.333333333333334,0.750000000000006,2.5,-2.25000000000001,3.25000000000001,-2.25000000000001,2.40225588423327,1.38694308142444,66.6666666666667,33.3333333333333,1.44444444444444,1.625,1.625,-2.25000000000001,-2.25000000000001,0.333333333333334,0.750000000000006,2.40225588423327,1.38694308142444,2.2027223065032,-30,0.0333333333333333,0.722222222222222,0.722222222222222,31,-4.5,1
PPK.AX,multipleSymbols,PPK.AX,2,1,98,98,98,98,0,98,0,NA,NA,100,0,NA,98,98,NA,NA,98,98,NA,NA,NA,-56,1.75,NA,NA,115,0,98
PPS.AX,multipleSymbols,PPS.AX,8,4,23,5.74999999999999,4.74999999999999,22.5,-9.00000000000001,39,-16,16.0857079421454,8.0428539710727,50,50,2.4375,19.5,19.5,-8,-8,5.74999999999999,4.74999999999999,16.0857079421454,8.0428539710727,5.67450438364444,-12,1.91666666666666,2.4375,2.4375,32,0,23
PRN.AX,multipleSymbols,PRN.AX,10,5,-29.2826,-5.85652,1.91029999999999,16,-30,21.7309,-51.0135,19.0021004111914,8.49799764694013,60,40,0.425983318141276,7.24363333333333,3.82059999999997,-25.50675,-25.50675,-5.85652,1.91029999999999,19.0021004111914,8.49799764694013,-4.89258401954876,-51.5786,-0.567727701023292,0.283988878760851,0.149787801268291,17.1928,-34.3858,-29.2826
PRO.AX,multipleSymbols,PRO.AX,4,2,-28.5,-14.25,-14.25,0,-16,0,-28.5,2.47487373415291,1.75,0,100,0,NA,NA,-14.25,-14.25,-14.25,-14.25,2.47487373415291,1.75,-91.4033447340493,-38.5,-0.74025974025974,NA,NA,9,-29.5,-28.5
PRT.AX,multipleSymbols,PRT.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-1.5,0,NA,NA,1,-0.5,0
PRU.AX,multipleSymbols,PRU.AX,16,8,-4.50000000000003,-0.562500000000003,1.49999999999999,12,-21.5,28,-32.5,10.7883452325713,3.81425603586635,62.5,25,0.861538461538461,5.6,6.00000000000001,-16.25,-16.25,-0.562500000000003,1.49999999999999,10.7883452325713,3.81425603586635,-0.827690482863315,-32.5,-0.138461538461539,0.344615384615384,0.369230769230769,28,-4.50000000000003,-4.50000000000003
PSC.AX,multipleSymbols,PSC.AX,8,4,3.1,0.775000000000002,-3.5,20,-9.9,20.5,-17.4,13.5659807361404,6.78299036807022,50,50,1.17816091954023,10.25,10.25,-8.7,-8.7,0.775000000000002,-3.5,13.5659807361404,6.78299036807022,0.906881989274485,-20,0.155,1.17816091954023,1.17816091954023,19.1,-9.9,3.1
PSI.AX,multipleSymbols,PSI.AX,4,2,-63,-31.5,-31.5,0,-60,0,-63,40.3050865276332,28.5,0,100,0,NA,NA,-31.5,-31.5,-31.5,-31.5,40.3050865276332,28.5,-12.4065481771978,-108,-0.583333333333334,NA,NA,0,-108,-63
PSQ.AX,multipleSymbols,PSQ.AX,8,4,29.5,7.375,-4.25,48,-10,48,-18.5,27.2561155217198,13.6280577608599,25,75,2.59459459459459,48,48,-6.16666666666667,-6.00000000000001,7.375,-4.25,27.2561155217198,13.6280577608599,4.29534778796025,-62,0.475806451612903,7.78378378378378,7.99999999999999,48.5,-14.5,29.5
PTB.AX,multipleSymbols,PTB.AX,10,5,-4.95279999999998,-0.990559999999998,1.49999999999999,5.49999999999999,-13.3321,9.75839999999999,-14.7112,7.32887324579978,3.27757175521757,60,40,0.663331339387678,3.2528,2.75840000000001,-7.35559999999999,-7.35559999999999,-0.990559999999998,1.49999999999999,7.32887324579978,3.27757175521757,-2.14557572286309,-17.9293,-0.276240567116395,0.442220892925118,0.37500679754201,9.04720000000002,-17.9293,-4.95279999999998
PTG.AX,multipleSymbols,PTG.AX,4,2,11.5,5.75,5.75,11.5,0,11.5,0,8.1317279836453,5.75,50,0,NA,11.5,11.5,NA,NA,5.75,5.75,8.1317279836453,5.75,11.2249721603218,-10.5,1.0952380952381,NA,NA,13.5,-5,11.5
PWH.AX,multipleSymbols,PWH.AX,4,2,45,22.5,22.5,51,-6.00000000000001,51,-6.00000000000001,40.3050865276332,28.5,50,50,8.49999999999999,51,51,-6.00000000000001,-6.00000000000001,22.5,22.5,40.3050865276332,28.5,8.86182012656986,-30,1.5,8.49999999999999,8.49999999999999,45,-30,45
PYG.AX,multipleSymbols,PYG.AX,2,1,3,3,3,3,0,3,0,NA,NA,100,0,NA,3,3,NA,NA,3,3,NA,NA,NA,-2,1.5,NA,NA,3.5,0,3
QFY.AX,multipleSymbols,QFY.AX,2,1,2.5,2.49999999999999,2.49999999999999,2.49999999999999,0,2.49999999999999,0,NA,NA,100,0,NA,2.49999999999999,2.49999999999999,NA,NA,2.49999999999999,2.49999999999999,NA,NA,NA,-1.5,1.66666666666667,NA,NA,2.5,-0.5,2.5
QGL.AX,multipleSymbols,QGL.AX,4,2,-3.5,-1.75,-1.75,0.999999999999995,-4.5,0.999999999999995,-4.5,3.88908729652601,2.75,50,50,0.222222222222221,0.999999999999995,0.999999999999995,-4.5,-4.5,-1.75,-1.75,3.88908729652601,2.75,-7.14316410202299,-6,-0.583333333333333,0.222222222222221,0.222222222222221,1,-5,-3.5
QHL.AX,multipleSymbols,QHL.AX,2,1,-5.99999999999999,-5.99999999999999,-5.99999999999999,0,-5.99999999999999,0,-5.99999999999999,NA,NA,0,100,0,NA,NA,-5.99999999999999,-5.99999999999999,-5.99999999999999,-5.99999999999999,NA,NA,NA,-5.99999999999999,-1,NA,NA,0,-5.99999999999999,-5.99999999999999
QIP.AX,multipleSymbols,QIP.AX,2,1,1,1,1,1,0,1,0,NA,NA,100,0,NA,1,1,NA,NA,1,1,NA,NA,NA,-24.5,0.0408163265306122,NA,NA,25.5,0,1
QTM.AX,multipleSymbols,QTM.AX,4,2,-3.5,-1.75,-1.75,0.999999999999995,-4.5,0.999999999999995,-4.5,3.88908729652601,2.75,50,50,0.222222222222221,0.999999999999995,0.999999999999995,-4.5,-4.5,-1.75,-1.75,3.88908729652601,2.75,-7.14316410202299,-6,-0.583333333333333,0.222222222222221,0.222222222222221,1,-5,-3.5
QUB.AX,multipleSymbols,QUB.AX,6,3,-15,-5.00000000000001,-4,0,-9.00000000000003,0,-15,3.605551275464,2.08166599946614,0,100,0,NA,NA,-5.00000000000001,-4,-5.00000000000001,-4,3.605551275464,2.08166599946614,-22.0139815711602,-24,-0.625,NA,NA,2,-22,-15
RAC.AX,multipleSymbols,RAC.AX,4,2,-9,-4.5,-4.5,0,-5.5,0,-9,1.4142135623731,1,0,100,0,NA,NA,-4.5,-4.5,-4.5,-4.5,1.4142135623731,1,-50.5123747214481,-17,-0.529411764705882,NA,NA,2,-15,-9
RBL.AX,multipleSymbols,RBL.AX,4,2,50.2611,25.13055,25.13055,31.7611,0,50.2611,0,9.37701373599293,6.63055,100,0,NA,25.13055,25.13055,NA,NA,25.13055,25.13055,9.37701373599293,6.63055,42.5439404157386,-9.92540000000002,5.06388659399116,NA,NA,50.2611,-8.93290000000002,50.2611
RCE.AX,multipleSymbols,RCE.AX,8,4,5.99999999999999,1.5,2.75,28,-27.5,52.5,-46.5,28.824179664534,14.412089832267,50,50,1.12903225806452,26.25,26.25,-23.25,-23.25,1.5,2.75,28.824179664534,14.412089832267,0.82610371142253,-42,0.142857142857143,1.12903225806452,1.12903225806452,48,-23.5,5.99999999999999
RCL.AX,multipleSymbols,RCL.AX,2,1,-1,-0.999999999999995,-0.999999999999995,0,-0.999999999999995,0,-0.999999999999995,NA,NA,0,100,0,NA,NA,-0.999999999999995,-0.999999999999995,-0.999999999999995,-0.999999999999995,NA,NA,NA,-2,-0.5,NA,NA,0,-2,-1
RCT.AX,multipleSymbols,RCT.AX,2,1,-15,-15,-15,0,-15,0,-15,NA,NA,0,100,0,NA,NA,-15,-15,-15,-15,NA,NA,NA,-25,-0.6,NA,NA,0,-25,-15
RDC.AX,multipleSymbols,RDC.AX,6,3,-99,-33,-32,0,-55,0,-99,21.51743479135,12.4230967690561,0,100,0,NA,NA,-33,-32,-33,-32,21.51743479135,12.4230967690561,-24.3457812081475,-142,-0.69718309859155,NA,NA,26.9999999999999,-115,-99
RDF.AX,multipleSymbols,RDF.AX,6,3,-80.5,-26.8333333333333,-32,6.49999999999999,-55,6.49999999999999,-87,31.0738367977521,17.9404880399367,33.3333333333333,66.6666666666667,0.0747126436781609,6.49999999999999,6.49999999999999,-43.5,-43.5,-26.8333333333333,-32,31.0738367977521,17.9404880399367,-13.7081868535853,-142,-0.566901408450704,0.149425287356322,0.149425287356322,45.4999999999999,-96.5,-80.5
